data_incendi,codi_comarca,comarca,codi_municipi,termemunic,haarbrades,hanoarbrad,hanoforest,haforestal,source_table
2026-08-12T00:00:00.000,9,Baix Ebre,439018,Deltebre,0,0.03,0,0.03,9r29-e8ha
2026-08-12T00:00:00.000,11,Baix Llobregat,82956,Vallirana,0.01,0,0,0.01,9r29-e8ha
2026-08-12T00:00:00.000,8,Baix Camp,431671,Vilanova d'Escornalbou,0,0.08,0,0.08,9r29-e8ha
2026-08-12T00:00:00.000,39,Val d'Aran,250254,Naut Aran,0,7.02,0,7.02,9r29-e8ha
2026-08-13T00:00:00.000,11,Baix Llobregat,80689,Cervelló,0,0,0,0,9r29-e8ha
2026-08-13T00:00:00.000,20,Gironès,170792,Girona,0.09,0,0,0.09,9r29-e8ha
2026-08-13T00:00:00.000,40,Vallès Occidental,81878,Sabadell,0,0,0,0,9r29-e8ha
2026-08-13T00:00:00.000,10,Baix Empordà,179026,Forallac,0,0,0.01,0.01,9r29-e8ha
2026-08-13T00:00:00.000,41,Vallès Oriental,81069,Llinars del Vallès,0,0.01,0,0.01,9r29-e8ha
2026-08-13T00:00:00.000,32,Segarra,259118,"Plans de Sió, els",0,0,2.42,0,9r29-e8ha
2026-08-13T00:00:00.000,29,Priorat,430960,"Morera de Montsant, la",0.02,0.04,0,0.05,9r29-e8ha
2026-08-13T00:00:00.000,14,Berguedà,83089,Viver i Serrateix,0.05,0.01,0,0.06,9r29-e8ha
2026-08-13T00:00:00.000,40,Vallès Occidental,82798,Terrassa,0,0.01,0.02,0.01,9r29-e8ha
2026-08-13T00:00:00.000,11,Baix Llobregat,83015,Viladecans,0.23,0,0,0.23,9r29-e8ha
2026-08-14T00:00:00.000,13,Barcelonès,80193,Barcelona,2.62,5.85,0.02,8.47,9r29-e8ha
2026-08-14T00:00:00.000,13,Barcelonès,80193,Barcelona,3.8,6.22,0.02,10.02,9r29-e8ha
2026-08-15T00:00:00.000,23,Noguera,250156,Algerri,3.03,1.51,21.47,4.54,9r29-e8ha
2026-08-15T00:00:00.000,40,Vallès Occidental,81878,Sabadell,0,0.6,0,0.6,9r29-e8ha
2026-08-15T00:00:00.000,24,Osona,82460,Santa Eugènia de Berga,0,0.15,0,0.15,9r29-e8ha
2026-08-15T00:00:00.000,15,Cerdanya,170694,Fontanals de Cerdanya,0,0,0,0,9r29-e8ha
2026-08-15T00:00:00.000,31,Ripollès,171925,Setcases,0,0.06,0,0.06,9r29-e8ha
2026-08-16T00:00:00.000,40,Vallès Occidental,82520,Barberà del Vallès,0,0.04,0,0.04,9r29-e8ha
2026-08-16T00:00:00.000,2,Alt Empordà,170600,Darnius,0,0,0,0,9r29-e8ha
2026-08-16T00:00:00.000,26,Pallars Sobirà,250864,Esterri d'Àneu,0,0.3,0,0.3,9r29-e8ha
2026-08-16T00:00:00.000,42,Moianès,82589,Santa Maria d'Oló,0.26,0,0,0.26,9r29-e8ha
2026-08-16T00:00:00.000,10,Baix Empordà,171241,Pals,0,0,0,0,9r29-e8ha
2026-08-18T00:00:00.000,30,Ribera d'Ebre,431508,Tivissa,0,0.03,0,0.03,9r29-e8ha
2026-08-18T00:00:00.000,40,Vallès Occidental,81252,Montcada i Reixac,0,0,0.01,0,9r29-e8ha
2026-08-18T00:00:00.000,7,Bages,80538,Castellbell i el Vilar,0.06,0,0,0.06,9r29-e8ha
2026-08-19T00:00:00.000,6,Anoia,80636,Castellolí,0.02,0,0,0.02,9r29-e8ha
2026-08-19T00:00:00.000,3,Alt Penedès,80919,Gelida,1.5,0,0,1.5,9r29-e8ha
2026-08-19T00:00:00.000,6,Anoia,83020,Vilanova del Camí,0.08,0,0,0.08,9r29-e8ha
2026-08-19T00:00:00.000,40,Vallès Occidental,80543,Castellbisbal,0,0.02,0,0.02,9r29-e8ha
2026-08-21T00:00:00.000,14,Berguedà,80924,Gironella,0.01,0,0,0.01,9r29-e8ha
2026-08-21T00:00:00.000,8,Baix Camp,430923,Mont-roig del Camp,0.35,0,0,0.35,9r29-e8ha
2026-08-24T00:00:00.000,34,Selva,170335,Caldes de Malavella,0.02,0.05,0,0.07,9r29-e8ha
2026-08-25T00:00:00.000,13,Barcelonès,80193,Barcelona,8.87,45.53,0,54.4,9r29-e8ha
2026-08-26T00:00:00.000,16,Conca de Barberà,431423,Sarral,0.69,0.84,7.27,1.53,9r29-e8ha
